Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year
CEDAR SOCIAL CONTAINER BAR,Routine,05/23/2019,97,1326,LAMAR,,75215,1326 S LAMAR ST,05/1/19,FY2019
HARBORCHASE OF THE PARK CITIES-2ND FLOOR SERVER,Routine,06/11/2019,100,5917,SHERRY,,75225,5917 SHERRY LN,06/1/19,FY2019
EL PATRON SPORTS BAR,Routine,05/10/2019,95,10571,DENTON,,75220,10571 DENTON DR,05/1/19,FY2019
SPRAGUE WEST STADIUM,Routine,10/31/2019,99,3700,BOULDER,,75233,3700 BOULDER DR,10/1/19,FY2020
SEASON'S 52,Routine,10/28/2019,90,8687,CENTRAL,#B307,75225,8687 N CENTRAL EXPW #B307,10/1/19,FY2020
THE TRADITION-4TH FL SOUTH WING LVL4,Routine,03/26/2019,98,5855,MILTON,,75206,5855 MILTON ST,03/1/19,FY2019
TOM THUMB,Routine,12/27/2018,100,6333,MOCKINGBIRD,,75214,6333 E MOCKINGBIRD LN,12/1/18,FY2019
PIZZA HUT,Routine,06/12/2019,83,222,CONTINENTAL,,75238,222 CONTINENTAL AVE,06/1/19,FY2019
WILD,Routine,11/06/2019,100,509,ELM,#100,75202,509 ELM ST #100,11/1/19,FY2020
A.W. BROWN,Routine,05/21/2019,99,5701,REDBIRD CENTER,,75115,5701 REDBIRD CENTER DR,05/1/19,FY2019
CHARGERS CAFE,Routine,05/23/2019,98,7502,FAIR OAKS,,75231,7502 FAIR OAKS AVE,05/1/19,FY2019
MEDRANO ELEMENTARY SCHOOL,Routine,11/04/2019,100,2221,LUCAS,,75219,2221 LUCAS DR,11/1/19,FY2020
W H ADAMSON HIGH SCHOOL,Routine,11/07/2019,97,309,NINTH,,75203,309 E NINTH ST,11/1/19,FY2020
AMERICAN LEGION POST,Routine,11/06/2019,97,2755,BACHMAN,,75220,2755 BACHMAN DR,11/1/19,FY2020
WM H ATWELL JR HIGH,Routine,05/29/2019,100,1303,REYNOLDSTON,,75233,1303 REYNOLDSTON LN,05/1/19,FY2019
MAPLE LAWN SCHOOL,Routine,04/20/2017,100,3120,INWOOD,,75235,3120 INWOOD RD,04/1/17,FY2017
BELMONTS CAFE ON BACHMAN CREEK,Routine,05/30/2019,99,3880,NORTHWEST,,75220,3880 W NORTHWEST HWY,05/1/19,FY2019
TGS MINI MART & CAR WASH,Routine,03/14/2017,98,2917,LOMBARDY,,75220,2917 LOMBARDY LN,03/1/17,FY2017
HARMONY ELEMENTARY CAFETERIA,Routine,10/17/2019,100,11945,FORESTGATE,,75243,11945 FORESTGATE DR,10/1/19,FY2020
WW SAMUELL HIGH SCHOOL,Routine,05/29/2019,100,8928,PALISADES,,75217,8928 PALISADES DR,05/1/19,FY2019
TIME OUT TAVERN,Routine,10/23/2018,97,5101,LOVERS,,75209,5101 W LOVERS LN,10/1/18,FY2019
STEPHEN C. FOSTER ELEMENTARY AUXILIARY KITCHEN,Routine,09/19/2017,100,3700,CLOVER,,75220,3700 CLOVER LN,09/1/17,FY2017
LINCOLN CAFE,Routine,03/21/2019,97,500,AKARD,#220,75201,500 N AKARD ST #220,03/1/19,FY2019
WHATABURGER,Routine,10/17/2019,99,3710,NORTHWEST,,75220,3710 W NORTHWEST HWY,10/1/19,FY2020
CATHEDRAL SANTUARIO DE GUADALUPE,Routine,05/15/2019,95,2215,ROSS,,75201,2215 ROSS AVE,05/1/19,FY2019
MCDONALD'S,Routine,05/16/2019,97,407,LAMAR,#170A,75202,407 N LAMAR ST #170A,05/1/19,FY2019
GOLDEN RULE CHARTER SCHOOL,Routine,10/23/2019,99,2602,ILLINOIS,,75233,2602 W ILLINOIS AVE,10/1/19,FY2020
GABE ALLEN SCH,Routine,11/11/2019,95,5220,NOMAS,,75212,5220 NOMAS ST,11/1/19,FY2020
DONUT TOWN,Routine,11/23/2018,98,8686,FERGUSON,#210,75228,8686 FERGUSON RD #210,11/1/18,FY2019
WESTWOOD JR HIGH,Routine,10/16/2019,100,7630,ARAPAHO,,75248,7630 ARAPAHO RD,10/1/19,FY2020
CENTRAL MARKET KITCHEN,Routine,05/21/2019,97,5750,LOVERS,,75206,5750 E LOVERS LN,05/1/19,FY2019
LAS HAMACAS,Routine,05/02/2017,98,10333,DENTON,#7,75220,10333 DENTON DR #7,05/1/17,FY2017
CHILI'S GRILL & BAR,Routine,04/26/2019,96,246,CASA LINDA PLAZA,,75218,246 CASA LINDA PLAZA,04/1/19,FY2019
TARGET PRODUCE,Routine,02/15/2017,97,9440,MARSH,,75220,9440 MARSH LN,02/1/17,FY2017
BAYLOR HEART & VASCULAR CENTER,Routine,04/28/2017,100,621,HALL,,75226,621 N HALL ST,04/1/17,FY2017
SILVERADO SENIOR LIVING-TURTLE CREEK,Routine,06/13/2019,97,3611,DICKASON,,75219,3611 DICKASON AVE,06/1/19,FY2019
THE KINGS ONE STOP SHOP,Routine,12/13/2016,95,9750,WALNUT,#170,75243,9750 WALNUT ST STE #170,12/1/16,FY2017
IGNITE MIDDLE SCHOOL,Routine,05/16/2019,98,2211,CADDO,,75204,2211 CADDO ST,05/1/19,FY2019
LAS HUASTECAS,Routine,01/08/2018,100,4816,GASTON,,75246,4816 GASTON AVE,01/1/18,FY2018
WENDY'S,Routine,11/04/2019,96,3790,FOREST,,75234,3790 FOREST LN,11/1/19,FY2020
BRAIN STORM SHELTER,Routine,10/10/2019,98,5601,SEARS,,75206,5601 SEARS ST,10/1/19,FY2020
URSULINE ACADEMY CONCESSI,Routine,05/15/2018,97,4900,WALNUT HILL,,75229,4900 WALNUT HILL LN,05/1/18,FY2018
BAHAMA BUCKS,Routine,04/05/2018,98,6033,CAMPBELL,,75248,6033 CAMPBELL RD,04/1/18,FY2018
SUBWAY,Routine,10/21/2019,98,3701,NORTHWEST,#300,75220,3701 W NORTHWEST HWY #300,10/1/19,FY2020
PLAZA,Routine,03/22/2018,100,2500,VICTORY,#1040,75201,2500 VICTORY AVE PLZA #1040,03/1/18,FY2018
SUNRISE OF NORTHWOOD,Routine,08/07/2017,100,13001,HILLCREST,,75248,13001 HILLCREST RD,08/1/17,FY2017
SUNSET HIGH SCHOOL,Routine,11/07/2019,100,2120,JEFFERSON,,75211,2120 W JEFFERSON BLVD,11/1/19,FY2020
SUPERMERCADO TELOLOAPAN,Routine,02/14/2017,97,4950,ILLINOIS,#123,75211,4950 W ILLINOIS AVE #123,02/1/17,FY2017
NORTHLAKE ELEMENTARY,Routine,05/15/2019,98,10059,RAVENSWAY,,75238,10059 RAVENSWAY DR,05/1/19,FY2019
ROBERT HILL JR HIGH,Routine,05/23/2019,99,505,EASTON,,75218,505 EASTON RD,05/1/19,FY2019
OAKCLIFF BIBLE FELLOWSHIP-SERVING LINE,Routine,10/23/2019,99,1660,CAMP WISDOM,,75232,1660 W CAMP WISDOM RD,10/1/19,FY2020
MOXIE'S GRILL & BAR,Routine,10/31/2019,100,100,CRESCENT,#140,75201,100 CRESCENT CT #140,10/1/19,FY2020
ACCENT FOOD SERVICES,Routine,05/29/2019,100,5701,KIEST,,75236,5701 W KIEST BLVD,05/1/19,FY2019
VAIL DONUTS,Routine,10/08/2019,98,3855,FRANKFORD,#104,75287,3855 FRANKFORD RD #104,10/1/19,FY2020
B H MACON ELEMENTARY,Routine,05/29/2019,100,650,HOLCOMB,,75217,650 HOLCOMB RD,05/1/19,FY2019
LA MICHOACANA MEAT MKT,Routine,10/31/2017,99,1506,BUCKNER,,75217,1506 S BUCKNER BLVD,10/1/17,FY2018
LAKEHILL PREP SCHOOL,Routine,05/24/2019,98,2720,HILLSIDE,,75214,2720 HILLSIDE DR,05/1/19,FY2019
WINGSTOP RESTAURANT,Routine,06/04/2019,97,13536,PRESTON,#110,75240,13536 PRESTON RD #110,06/1/19,FY2019
HAMILTON PARK ELEMENTARY,Routine,04/09/2019,99,8301,TOWNS,,75243,8301 TOWNS ST,04/1/19,FY2019
MCDONALD'S RESTAURANT,Routine,11/07/2019,97,6950,GREENVILLE,,75231,6950 GREENVILLE AVE,11/1/19,FY2020
MADISON HIGH SCHOOL,Routine,05/31/2019,100,3000,MLK,,75215,3000 MLK BLVD,05/1/19,FY2019
NOVA ACADEMY,Routine,05/09/2019,100,6459,SCYENE,,75227,6459 SCYENE RD,05/1/19,FY2019
LUMIN LINDSLEY PARK COMMUNITY SCHOOL,Routine,11/14/2019,100,7130,LINDSLEY,,75223,7130 LINDSLEY AVE,11/1/19,FY2020
FAIRFIELD INN,Routine,07/23/2018,96,555,EVERGREEN,,75201,555 S EVERGREEN ST,07/1/18,FY2018
REGENERATION ARCADE BAR AND PIZZERIA,Routine,05/20/2019,98,17721,DALLAS,#140,75287,17721 DALLAS PKWY #140,05/1/19,FY2019
TRINITY BASIN PREPARATORY,Routine,11/08/2019,98,855,EIGHTH,,75203,855 E EIGHTH ST,11/1/19,FY2020
MCDONALDS,Routine,11/14/2019,88,4223,ILLINOIS,,75211,4223 W ILLINOIS AVE,11/1/19,FY2020
CHIPOTLE MEXICAN GRILL,Routine,10/24/2019,94,8687,CENTRAL,#2396,75231,8687 N CENTRAL EXPW #2396,10/1/19,FY2020
AMERICAN LEGION POST 292,Routine,10/18/2019,85,4442,MARSALIS,,75216,4442 S MARSALIS AVE,10/1/19,FY2020
TACO CABANA,Routine,10/23/2019,88,11824,WEBB CHAPEL,,75234,11824 WEBB CHAPEL RD,10/1/19,FY2020
URBANO CATERING,Routine,05/22/2019,97,1410,FITZHUGH,#A,75204,1410 N FITZHUGH AVE #A,05/1/19,FY2019
JOE'S DUGOUT,Routine,11/01/2019,94,19021,MIDWAY,#600,75287,19021 MIDWAY RD #600,11/1/19,FY2020
BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,Routine,10/30/2019,75,13378,PRESTON,,75240,13378 PRESTON RD,10/1/19,FY2020
BRYAN STREET TAVERN,Follow-up,10/23/2019,80,4315,BRYAN,,75204,4315 BRYAN ST,10/1/19,FY2020
BARNES & NOBLE CAFE,Routine,10/14/2019,97,5301,BELTLINE,#118,75240,5301 BELTLINE RD #118,10/1/19,FY2020
LOOK CINEMA,Routine,10/28/2019,97,5420,BELTLINE,,75254,5420 BELTLINE RD,10/1/19,FY2020
EL RIO GRANDE SUPERMARKET - JUICE BAR,Routine,10/09/2019,96,10325,LAKE JUNE,#400,75217,10325 LAKE JUNE RD #400,10/1/19,FY2020
WEEKEND,Routine,10/29/2019,95,1511,COMMERCE,,75201,1511 COMMERCE ST,10/1/19,FY2020
CULINAIRE INTERNATIONAL BAR,Routine,10/23/2019,98,2301,FLORA,,75201,2301 FLORA ST,10/1/19,FY2020
THE ARTISAN,Routine,10/22/2019,88,2330,FLORA,#300,75201,2330 FLORA ST #300,10/1/19,FY2020
HARRY STONE RECREATION CENTER,Routine,10/16/2019,93,2403,MILLMAR,,75228,2403 MILLMAR DR,10/1/19,FY2020
RODRIGUEZ MEXICAN GRILL,Routine,10/16/2019,96,8009,LAKE JUNE,,75217,8009 LAKE JUNE RD,10/1/19,FY2020
RAGIN CRAB,Routine,10/29/2019,83,2100,GREENVILLE,,75206,2100 GREENVILLE AVE,10/1/19,FY2020
15695 HEIGHTS PREP,Routine,10/22/2019,91,2806,CANADA,,75212,2806 CANADA DR,10/1/19,FY2020
IHOP,Routine,10/14/2019,91,7317,GASTON,#100,75214,7317 GASTON AVE #100,10/1/19,FY2020
VERONA ITALIAN CAFE,Routine,10/24/2019,81,9039,GARLAND,,75218,9039 GARLAND RD,10/1/19,FY2020
AFC SUSHI,Routine,10/17/2019,98,14999,PRESTON,,75254,14999 PRESTON RD,10/1/19,FY2020
MCDONALDS,Routine,11/04/2019,96,13040,COIT,,75240,13040 COIT RD,11/1/19,FY2020
SAUCE PIZZA & WINE,Routine,11/11/2019,90,8185,WALNUT HILL LN,#140,75231,8185 WALNUT HILL LN #140,11/1/19,FY2020
ILLINOIS FOOD MART,Routine,10/18/2019,85,225,ILLINOIS,,75224,225 W ILLINOIS AVE,10/1/19,FY2020
CINEMARK IMAX,Routine,05/11/2017,99,11819,WEBB CHAPEL,,75234,11819 WEBB CHAPEL RD,05/1/17,FY2017
LUNA PREPARATORY PRIMARY,Routine,10/16/2019,94,2020,LAMAR,,75202,2020 N LAMAR ST,10/1/19,FY2020
SUSHI YA RESTAURANT,Routine,10/17/2019,85,1306,ELM,,75202,1306 ELM ST,10/1/19,FY2020
HOMEMADE DONUTS,Routine,11/08/2019,93,5515,GRAND,,75223,5515 E GRAND AVE,11/1/19,FY2020
THE CROSSINGS BY SAVORY CATERING,Routine,10/23/2019,83,5429,LBJ,,75240,5429 LBJ FRWY,10/1/19,FY2020
PINNACLE PREP PRIMARY,Routine,05/21/2019,100,2510,VERNON,,75224,2510 S VERNON AVE,05/1/19,FY2019
SUBWAY,Routine,11/05/2019,90,8181,LANCASTER,#C,75241,8181 S LANCASTER RD STE #C,11/1/19,FY2020
EL TIZONCITO III,Routine,10/29/2019,90,5150,LEMMON,111,75209,5150 LEMMON AVE STE 111,10/1/19,FY2020
STOP N SHOP,Routine,05/29/2018,85,11470,GARLAND,,75218,11470 GARLAND RD,05/1/18,FY2018
MARISCOS EL GUERO SPORTS BAR AND GRILL,Routine,10/27/2019,82,10230,HARRY HINES,#100,75220,10230 HARRY HINES BLVD #100,10/1/19,FY2020
MASO'S TEXACO,Routine,05/16/2018,100,4605,FRANKFORD,,75287,4605 FRANKFORD RD,05/1/18,FY2018
SONIC DRIVE IN,Routine,10/08/2019,99,3650,FRANKFORD,,75287,3650 FRANKFORD RD,10/1/19,FY2020
YAMA SUSHI JAPANESE RESTAURANT,Routine,10/30/2019,82,8989,FOREST,#112,75243,8989 FOREST LN STE #112,10/1/19,FY2020
WING DADDY'S GRILL,Routine,10/30/2019,80,3410,LANCASTER,,75216,3410 S LANCASTER RD,10/1/19,FY2020
MARIE'S KITCHEN,Routine,11/07/2019,90,11910,GREENVILLE,#103,75243,11910 GREENVILLE AVE #103,11/1/19,FY2020
FIESTA MART,Routine,10/23/2019,96,8060,SPRING VALLEY,,75240,8060 SPRING VALLEY RD,10/1/19,FY2020
BENIHANA,Routine,10/22/2019,83,7775,BANNER,,75251,7775 BANNER DR,10/1/19,FY2020
SPEC'S LIQUOR,Routine,11/22/2016,91,9500,CENTRAL,200,77006,9500 N CENTRAL EXPW 200,11/1/16,FY2017
MARISCOS LA RIVIERA NAYARIT,Routine,10/15/2019,84,10601,NEW CHURCH,,75238,10601 NEW CHURCH RD,10/1/19,FY2020
CRIS AND JOHN,Routine,10/23/2019,79,5555,PRESTON OAKS,#5,75254,5555 PRESTON OAKS RD #5,10/1/19,FY2020
ED CAMPBELL CONCESSION- COTTON BOWL STAND,Routine,09/21/2017,99,3750,COTTON BOWL PLAZA,,75210,3750 COTTON BOWL PLAZA,09/1/17,FY2017
CAMPISI'S BAR,Routine,03/31/2017,97,1520,ELM,#111,75201,1520 ELM ST #111,03/1/17,FY2017
LA ESTRELLA BAKERY,Routine,11/11/2019,80,1111,SINGLETON,,75212,1111 SINGLETON BLVD,11/1/19,FY2020
AMC THEATRES NORTHPARK 15,Routine,02/02/2017,97,8687,CENTRAL,#3000,75225,8687 N CENTRAL EXPW #3000,02/1/17,FY2017
TRADER JOE'S,Routine,10/31/2019,96,5550,LOVERS,#168,75209,5550 W LOVERS LN #168,10/1/19,FY2020
15734 3D CANTINA,Routine,10/31/2019,82,2707,MLK,#130,75215,2707 MLK BLVD STE #130,10/1/19,FY2020
DANIEL WEBSTER ELEMENTARY,Routine,11/07/2019,99,3815,FRANKLIN,,75233,3815 S FRANKLIN AVE,11/1/19,FY2020
MARK TWAIN SCHOOL,Routine,11/14/2019,94,724,GREEN COVE,,75232,724 GREEN COVE LN,11/1/19,FY2020
SUPER CHIX,Routine,11/07/2016,98,14999,PRESTON,#226,75254,14999 PRESTON RD #226,11/1/16,FY2017
BENJAMIN FRANKLIN SCHOOL,Routine,11/13/2019,95,6920,MEADOW,,75231,6920 MEADOW RD,11/1/19,FY2020
MURPHY'S DELI,Routine,04/29/2019,91,8200,BROOKRIVER,#N106,75247,8200 BROOKRIVER DR #N106,04/1/19,FY2019
MCDONALDS,Routine,06/11/2019,88,11217,GARLAND,,75218,11217 GARLAND RD,06/1/19,FY2019
EL MOLCAJETAZO RESTAURANT,Routine,06/03/2019,80,11055,DENNIS,#20,75229,11055 DENNIS RD #20,06/1/19,FY2019
ALICE,Routine,05/31/2019,70,1623,HALL,#103,75204,1623 N HALL ST #103,05/1/19,FY2019
TRUCKERS CAFE,Routine,05/23/2019,86,1910,MLK,,75215,1910 MLK BLVD,05/1/19,FY2019
LEA LEA'S DAIQUIRI SPOT,Routine,05/15/2019,90,18900,DALLAS,#104,75287,18900 N DALLAS PKWY #104,05/1/19,FY2019
JACK IN THE BOX,Routine,05/30/2019,89,1020,WESTMORELAND,,75211,1020 S WESTMORELAND RD,05/1/19,FY2019
DANTE'S ITALIAN EATERY,Routine,05/20/2019,92,12101,GREENVILLE,#100,75243,12101 GREENVILLE AVE #100,05/1/19,FY2019
LOUISE WOLFF KHAN ELEM,Routine,05/15/2019,99,610,FRANKLIN,,75211,610 N FRANKLIN AVE,05/1/19,FY2019
MARISCOS 2000,Routine,05/07/2019,86,2460,WALNUT HILL,,75229,2460 WALNUT HILL LN,05/1/19,FY2019
GOURMET CHINA,Routine,05/15/2019,93,9025,FOREST,#102,75243,9025 FOREST LN #102,05/1/19,FY2019
KIPP PLEASANT GROVE PRIMARY,Routine,05/06/2019,94,2200,ST. AUGUSTINE,,75227,2200 N ST. AUGUSTINE DR,05/1/19,FY2019
HILLCREST HIGH SCHOOL,Routine,05/13/2019,97,9924,HILLCREST,,75230,9924 HILLCREST RD,05/1/19,FY2019
UNCLE WOK,Follow-up,05/09/2019,88,8420,ABRAMS,#206,75243,8420 ABRAMS RD #206,05/1/19,FY2019
EL BOTANERO BAR,Routine,04/30/2019,74,3049,NORTHWEST,,75220,3049 W NORTHWEST HWY,04/1/19,FY2019
TORCHY'S TACO,Routine,06/05/2019,86,14760,PRESTON,#124,75254,14760 PRESTON RD #124,06/1/19,FY2019
CRAFTY IRISHMAN PUBLIC HOUSE,Routine,05/16/2019,93,1800,MAIN,#1000,75201,1800 MAIN ST #1000,05/1/19,FY2019
AFC SUSHI,Routine,07/06/2017,100,1935,MEDICAL DISTRICT,,75235,1935 MEDICAL DISTRICT DR,07/1/17,FY2017
WHATABURGER,Routine,05/15/2019,88,11880,CENTRAL,,75243,11880 N CENTRAL EXPW,05/1/19,FY2019
CINDI'S NY DELI & RESTAURANT,Routine,05/28/2019,88,306,HOUSTON,,75202,306 S HOUSTON ST,05/1/19,FY2019
WOO MEE OAK,Routine,05/19/2017,81,10560,WALNUT,#200,75243,10560 WALNUT ST #200,05/1/17,FY2017
A WOK EXPRESS,Routine,05/30/2019,86,10349,FERGUSON,,75228,10349 FERGUSON RD,05/1/19,FY2019
IN-N-OUT BURGER,Routine,04/01/2019,100,7909,LBJ,,75240,7909 LBJ FRWY,04/1/19,FY2019
EBBY HALLIDAY SCHOOL CAFETERIA,Routine,03/30/2017,96,10210,TEAGARDEN,,75217,10210 TEAGARDEN RD,03/1/17,FY2017
THE MOTH,Routine,04/25/2019,89,1621,OAK LAWN,#B,75207,1621 OAK LAWN AVE #B,04/1/19,FY2019
FSK FOOD MART,Routine,05/22/2019,75,10969,STEMMONS,,75220,10969 N STEMMONS FRWY,05/1/19,FY2019
LA MICHOACANA MEAT MARKET- BAKERY,Routine,04/14/2019,96,3380,LOMBARDY,,75220,3380 LOMBARDY LN,04/1/19,FY2019
SALSA LIMON,Routine,04/23/2019,84,411,AKARD,,75201,411 N AKARD ST,04/1/19,FY2019
CHINA KING SUPER BUFFET,Routine,04/29/2019,80,2829,NORTHWEST,#511,75220,2829 W NORTHWEST HWY #511,04/1/19,FY2019
SARAH CAFE,Routine,05/15/2019,80,12225,GREENVILLE,#150,75243,12225 GREENVILLE AVE #150,05/1/19,FY2019
NATHANIEL HAWTHORNE ELEM,Routine,05/20/2019,92,7800,UMPHRESS,,75217,7800 UMPHRESS RD,05/1/19,FY2019
LOS BALONES SPORT BAR & RESTAURANT,Routine,06/04/2019,86,2905,WEBB CHAPEL,,75220,2905 WEBB CHAPEL EXT,06/1/19,FY2019
STARBUCKS IN TARGET STORES -T0875,Routine,05/21/2019,91,2417,HASKELL,,75204,2417 N HASKELL AVE,05/1/19,FY2019
MELIO'S CHAR BAR,Routine,05/20/2019,85,2026,GREENVILLE,,75206,2026 GREENVILLE AVE,05/1/19,FY2019
SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,Routine,04/29/2019,98,4518,POMONA,,75209,4518 POMONA RD,04/1/19,FY2019
BENT TREE CC LAKE,Routine,07/24/2018,100,5201,WESTGROVE,,75248,5201 WESTGROVE DR,07/1/18,FY2018
GREAT EAST CAMPUS,Routine,05/21/2019,92,2901,MORGAN,,75241,2901 MORGAN DR,05/1/19,FY2019
SKY ROCKET BURGER,Routine,05/15/2019,92,7877,FRANKFORD,#101B,75252,7877 FRANKFORD RD #101B,05/1/19,FY2019
CHINA WOK,Routine,05/20/2019,84,10121,LAKE JUNE,#110,75217,10121 LAKE JUNE RD #110,05/1/19,FY2019
STARBUCKS COFFEE,Routine,07/11/2017,98,3100,FOREST,#100,75234,3100 FOREST LN #100,07/1/17,FY2017
CC,Routine,05/10/2019,86,2851,WALNUT HILL,,75229,2851 WALNUT HILL LN,05/1/19,FY2019
FLYING FISH,Routine,04/26/2019,90,1838,IRVING,,75207,1838 IRVING BLVD,04/1/19,FY2019
PORTA DI ROMA,Routine,04/23/2019,84,1623,MAIN,#104,75201,1623 MAIN ST #104,04/1/19,FY2019
CHURCH'S CHICKEN,Routine,05/29/2019,92,4656,SCYENE,,75210,4656 SCYENE RD,05/1/19,FY2019
TACO JOINT,Routine,05/29/2019,90,6434,MOCKINGBIRD,#101,75214,6434 E MOCKINGBIRD LN #101,05/1/19,FY2019
BEST WESTERN PLUS HOTEL,Routine,06/10/2019,85,8051,LBJ,,75251,8051 LBJ FRWY,06/1/19,FY2019
SAL'S PIZZA,Routine,06/12/2019,90,2525,WYCLIFF,#116,75219,2525 WYCLIFF AVE #116,06/1/19,FY2019
BALEADAS BY LILI'S BAR AND GRILL,Routine,05/17/2019,76,3215,SHEILA,,75220,3215 SHEILA LN,05/1/19,FY2019
FITZHUGH CHEVRON,Routine,05/30/2019,81,4151,CENTRAL,,75204,4151 N CENTRAL EXPW,05/1/19,FY2019
RAISING CANE'S,Routine,03/01/2017,100,2255,NORTHWEST,,75220,2255 W NORTHWEST HWY,03/1/17,FY2017
DUNSTON'S STEAKHOUSE,Routine,04/29/2019,93,8526,HARRY HINES,,75235,8526 HARRY HINES BLVD,04/1/19,FY2019
GILL ELEMENTARY,Routine,05/15/2019,88,10910,FERGUSON,,75228,10910 FERGUSON RD,05/1/19,FY2019
SHELL TRAVEL CENTER,Routine,05/21/2019,92,8165,THORNTON,,75232,8165 S THORNTON FRWY,05/1/19,FY2019
COLISEUM CONCESSION SOUTH,Routine,03/15/2017,100,515,FAIR PARK,,75226,515 FAIR PARK,03/1/17,FY2017
STARBUCKS COFFEE,Routine,10/10/2016,100,11919,PRESTON,,75230,11919 PRESTON RD,10/1/16,FY2017
TERIYAKI HOUSE,Routine,05/28/2019,91,4344,HAMPTON,#150,75232,4344 S HAMPTON RD #150,05/1/19,FY2019
FISH CITY GRILL,Routine,05/30/2019,81,10720,PRESTON,#1012,75230,10720 PRESTON RD #1012,05/1/19,FY2019
WHATABURGER,Routine,05/21/2019,89,8008,CEDAR SPRINGS,C2081,75235,8008 CEDAR SPRINGS RD C2081,05/1/19,FY2019
GRASSROOTS KITCHEN,Routine,06/12/2019,97,2109,EDGEFIELD,,75224,2109 S EDGEFIELD,06/1/19,FY2019
GATEWAY CHARTER ACADEMY,Routine,05/21/2019,91,1015,WHEATLAND,,75241,1015 E WHEATLAND RD,05/1/19,FY2019
SALATA,Routine,05/29/2019,89,8307,WESTCHESTER,#B,75225,8307 WESTCHESTER DR #B,05/1/19,FY2019
MCDONALDS,Routine,06/13/2019,93,5337,EAST GRAND,,75223,5337 EAST GRAND AVE,06/1/19,FY2019
KIEST MARKET,Routine,05/21/2019,94,3807,KIEST,,75203,3807 E KIEST BLVD,05/1/19,FY2019
TORTILLERIA EL CHARRACO,Routine,06/03/2019,92,11055,DENNIS,#1,75229,11055 DENNIS RD STE #1,06/1/19,FY2019
GEORGE B DEALEY,Routine,05/23/2019,97,6501,ROYAL,,75230,6501 ROYAL LN,05/1/19,FY2019
TEXAS CATERING,Routine,05/29/2019,93,6211,OWENS,#130,75235,6211 OWENS ST #130,05/1/19,FY2019
WALGREENS,Routine,06/12/2019,96,11403,NORTHWEST,,75218,11403 E NORTHWEST HWY,06/1/19,FY2019
ODDFELLOW'S,Routine,05/23/2019,80,316,SEVENTH,,75208,316 W SEVENTH ST,05/1/19,FY2019
BIERGARTEN,Routine,05/31/2019,100,665,LAMAR,#110,75202,665 S LAMAR ST #110,05/1/19,FY2019
SCOTTISH RITE HOSPITAL SERVERY,Routine,05/30/2019,96,2222,WELBURN,,75219,2222 WELBURN ST,05/1/19,FY2019
JOULE MAIN BAR A,Routine,01/17/2017,100,1530,MAIN,,75201,1530 MAIN ST,01/1/17,FY2017
ZIZIKI'S,Routine,05/30/2019,88,4514,TRAVIS,#122,75205,4514 TRAVIS ST #122,05/1/19,FY2019
MALIBU POKE,Routine,05/20/2019,92,2021,MCKINNEY,#145,75201,2021 MCKINNEY AVE #145,05/1/19,FY2019
THE ISLAND SPOT,Routine,05/14/2019,66,309,JEFFERSON,,75208,309 W JEFFERSON BLVD,05/1/19,FY2019
RESTAURANTE EL SALVADORENO,Routine,05/09/2019,90,8414,DENTON,,75235,8414 DENTON DR,05/1/19,FY2019
GASTON DONUTS,Routine,06/06/2019,80,4837,GASTON,,75246,4837 GASTON AVE,06/1/19,FY2019
DON TACO,Routine,06/12/2019,90,3806,POLK,,75224,3806 S POLK ST,06/1/19,FY2019
R & R CAFE,Routine,06/14/2019,76,12221,MERIT,#140,75251,12221 MERIT DR #140,06/1/19,FY2019
FAST WOK,Routine,04/21/2019,81,9730,WEBB CHAPEL,,75220,9730 WEBB CHAPEL RD,04/1/19,FY2019
NEIMAN MARCUS FRESH MARKET,Routine,11/16/2016,100,1605,COMMERCE,,75201,1605 COMMERCE ST,11/1/16,FY2017
PANADERIA & RESTAURANT GUATEMALTECA,Routine,06/03/2019,76,11055,DENNIS,#17,75229,11055 DENNIS RD #17,06/1/19,FY2019
CLINTON P RUSSELL SCHOOL,Routine,05/24/2019,93,3031,BECKLEY,,75224,3031 S BECKLEY AVE,05/1/19,FY2019
FAJITTA PETE'S,Routine,05/20/2019,92,6090,CAMPBELL,#124,75248,6090 CAMPBELL RD #124,05/1/19,FY2019
HENDERSON CHICKEN,Routine,05/16/2019,95,19021,MIDWAY,#500,75234,19021 MIDWAY RD #500,05/1/19,FY2019
FAMILY DOLLAR,Routine,02/15/2019,97,3402,BUCKNER,,75228,3402 N BUCKNER BLVD,02/1/19,FY2019
TROMPOS TACOS DOWNTOWN,Routine,05/29/2019,83,1211,COMMERCE,,75202,1211 COMMERCE ST,05/1/19,FY2019
BURGER KING,Routine,06/03/2019,93,5575,PETERSON,,75240,5575 PETERSON LN,06/1/19,FY2019
WM M ANDERSON ELEMENTARY,Routine,05/23/2019,95,620,ST AUGUSTINE,,75217,620 N ST AUGUSTINE RD,05/1/19,FY2019
MURPHYS DELI,Routine,06/13/2019,90,2323,VICTORY,#150,75219,2323 VICTORY AVE #150,06/1/19,FY2019
